cv_number,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,base_score,base_severity
CVE-2024-26032,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26033,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26034,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26035,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26038,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-2604,2024-04-11T01:25Z,2024-03-18T21:15Z,,,,,,
CVE-2024-26040,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26041,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26042,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,,
CVE-2024-26043,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26044,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26045,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26046,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-26047,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-2605,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26050,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,4.8,MEDIUM
CVE-2024-26051,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,3.4,LOW
CVE-2024-26052,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26056,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26059,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-2606,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26061,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26062,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26063,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.3,MEDIUM
CVE-2024-26064,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,,
CVE-2024-26065,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26067,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26069,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-2607,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26073,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26076,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,,
CVE-2024-26079,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-2608,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26080,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,,
CVE-2024-26084,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-26087,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-2609,2024-04-22T10:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26094,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26096,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26097,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-26098,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-2610,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26101,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26102,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26103,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26104,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26105,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26106,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26107,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,,
CVE-2024-2611,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26118,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26119,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.3,MEDIUM
CVE-2024-2612,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26120,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26122,2024-04-10T13:23Z,2024-04-10T09:15Z,,,,,5.4,MEDIUM
CVE-2024-26124,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26125,2024-03-18T19:40Z,2024-03-18T18:15Z,,,,,5.4,MEDIUM
CVE-2024-26128,2024-02-23T02:42Z,2024-02-22T19:15Z,,,,,,
CVE-2024-26129,2024-02-20T19:50Z,2024-02-19T22:15Z,,,,,,
CVE-2024-2613,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26130,2024-02-22T19:07Z,2024-02-21T17:15Z,,,,,,
CVE-2024-26131,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26132,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26133,2024-02-22T19:07Z,2024-02-21T17:15Z,,,,,,
CVE-2024-26134,2024-04-19T23:15Z,2024-02-19T23:15Z,,,,,,
CVE-2024-26135,2024-02-20T21:52Z,2024-02-20T20:15Z,,,,,,
CVE-2024-26136,2024-02-22T19:07Z,2024-02-20T22:15Z,,,,,,
CVE-2024-26138,2024-02-22T19:07Z,2024-02-21T17:15Z,,,,,,
CVE-2024-2614,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26140,2024-02-22T19:07Z,2024-02-20T22:15Z,,,,,,
CVE-2024-26141,2024-04-29T11:15Z,2024-02-29T00:15Z,,,,,,
CVE-2024-26142,2024-05-03T13:15Z,2024-02-27T16:15Z,,,,,,
CVE-2024-26143,2024-02-29T01:44Z,2024-02-27T16:15Z,,,,,,
CVE-2024-26144,2024-02-28T14:07Z,2024-02-27T16:15Z,,,,,,
CVE-2024-26145,2024-02-22T19:07Z,2024-02-21T18:15Z,,,,,,
CVE-2024-26146,2024-04-29T11:15Z,2024-02-29T00:15Z,,,,,,
CVE-2024-26147,2024-02-22T19:07Z,2024-02-21T23:15Z,,,,,,
CVE-2024-26148,2024-02-22T19:07Z,2024-02-21T23:15Z,,,,,,
CVE-2024-26149,2024-02-26T22:10Z,2024-02-26T20:19Z,,,,,,
CVE-2024-2615,2024-03-19T19:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26150,2024-02-23T19:31Z,2024-02-23T16:15Z,,,,,,
CVE-2024-26151,2024-02-23T02:42Z,2024-02-22T19:15Z,,,,,,
CVE-2024-26152,2024-02-23T02:42Z,2024-02-22T22:15Z,,,,,,
CVE-2024-26158,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26159,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-2616,2024-03-25T17:15Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26160,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,,
CVE-2024-26161,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26162,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26163,2024-03-19T17:03Z,2024-03-14T23:15Z,,,,,4.7,MEDIUM
CVE-2024-26164,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26165,2024-03-12T17:46Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26166,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26167,2024-03-08T14:02Z,2024-03-07T21:15Z,,,,,4.3,MEDIUM
CVE-2024-26168,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.8,MEDIUM
CVE-2024-26169,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-2617,2024-04-30T17:52Z,2024-04-30T13:15Z,,,,,,
CVE-2024-26170,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-26171,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.7,MEDIUM
CVE-2024-26172,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26173,2024-03-12T17:46Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-26174,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26175,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26176,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,,
CVE-2024-26177,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26178,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-26179,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8.8,HIGH
CVE-2024-26180,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8,HIGH
CVE-2024-26181,2024-03-12T17:46Z,2024-03-12T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26182,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-26183,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26185,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26188,2024-02-26T13:42Z,2024-02-23T23:15Z,,,,,4.3,MEDIUM
CVE-2024-26189,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26190,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.5,HIGH
CVE-2024-26192,2024-02-26T13:42Z,2024-02-23T23:15Z,,,,,8.2,HIGH
CVE-2024-26193,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.4,MEDIUM
CVE-2024-26194,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.4,HIGH
CVE-2024-26195,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26196,2024-04-01T15:23Z,2024-03-21T02:52Z,,,,,4.3,MEDIUM
CVE-2024-26197,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26198,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,8.8,HIGH
CVE-2024-26199,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.8,HIGH
CVE-2024-2620,2024-04-11T01:25Z,2024-03-19T01:15Z,,,,,,
CVE-2024-26200,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8.8,HIGH
CVE-2024-26201,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,6.6,MEDIUM
CVE-2024-26202,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26203,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.3,HIGH
CVE-2024-26204,2024-04-11T20:15Z,2024-03-12T17:15Z,,,,,7.5,HIGH
CVE-2024-26205,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8.8,HIGH
CVE-2024-26207,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26208,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26209,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5.5,MEDIUM
CVE-2024-2621,2024-04-11T01:25Z,2024-03-19T01:15Z,,,,,,
CVE-2024-26210,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8.8,HIGH
CVE-2024-26211,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26212,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.5,HIGH
CVE-2024-26213,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7,HIGH
CVE-2024-26214,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8.8,HIGH
CVE-2024-26215,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.5,HIGH
CVE-2024-26216,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.3,HIGH
CVE-2024-26217,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26218,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26219,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.5,HIGH
CVE-2024-2622,2024-04-11T01:25Z,2024-03-19T02:15Z,,,,,,
CVE-2024-26220,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5,MEDIUM
CVE-2024-26221,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26222,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26223,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26224,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26226,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26227,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26228,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26229,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-2623,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-26230,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26231,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26232,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.3,HIGH
CVE-2024-26233,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.2,HIGH
CVE-2024-26234,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.7,MEDIUM
CVE-2024-26235,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26236,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7,HIGH
CVE-2024-26237,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26239,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26240,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,8,HIGH
CVE-2024-26241,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26242,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7,HIGH
CVE-2024-26243,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7,HIGH
CVE-2024-26244,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26245,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26246,2024-03-19T17:05Z,2024-03-14T23:15Z,,,,,3.9,LOW
CVE-2024-26247,2024-03-26T03:18Z,2024-03-22T22:15Z,,,,,4.7,MEDIUM
CVE-2024-26248,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.5,HIGH
CVE-2024-2625,2024-04-01T15:32Z,2024-03-20T17:15Z,,,,,8.8,HIGH
CVE-2024-26250,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.7,MEDIUM
CVE-2024-26251,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.8,MEDIUM
CVE-2024-26252,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,,
CVE-2024-26253,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,6.8,MEDIUM
CVE-2024-26254,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.5,HIGH
CVE-2024-26255,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,5.5,MEDIUM
CVE-2024-26256,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26257,2024-04-10T13:24Z,2024-04-09T17:15Z,,,,,7.8,HIGH
CVE-2024-26258,2024-04-04T12:48Z,2024-04-04T00:15Z,,,,,,
CVE-2024-2626,2024-04-01T15:22Z,2024-03-20T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26260,2024-02-15T06:23Z,2024-02-15T03:15Z,,,,,9.8,CRITICAL
CVE-2024-26261,2024-02-15T06:23Z,2024-02-15T03:15Z,,,,,9.8,CRITICAL
CVE-2024-26262,2024-02-15T06:23Z,2024-02-15T03:15Z,,,,,8.8,HIGH
CVE-2024-26263,2024-02-15T06:23Z,2024-02-15T03:15Z,,,,,5.3,MEDIUM
CVE-2024-26264,2024-02-15T06:23Z,2024-02-15T03:15Z,,,,,9.8,CRITICAL
CVE-2024-26265,2024-02-20T19:50Z,2024-02-20T13:15Z,,,,,,
CVE-2024-26266,2024-02-22T19:07Z,2024-02-21T03:15Z,,,,,,
CVE-2024-26267,2024-02-20T19:50Z,2024-02-20T13:15Z,,,,,,
CVE-2024-26268,2024-02-20T19:50Z,2024-02-20T14:15Z,,,,,,
CVE-2024-26269,2024-02-22T19:07Z,2024-02-21T03:15Z,,,,,,
CVE-2024-2627,2024-04-01T15:22Z,2024-03-20T17:15Z,,,,,8.8,HIGH
CVE-2024-26270,2024-02-20T19:50Z,2024-02-20T14:15Z,,,,,,
CVE-2024-26275,2024-04-09T12:48Z,2024-04-09T09:15Z,,,,,,
CVE-2024-26276,2024-04-09T12:48Z,2024-04-09T09:15Z,,,,,,
CVE-2024-26277,2024-04-09T12:48Z,2024-04-09T09:15Z,,,,,,
CVE-2024-2628,2024-04-01T15:23Z,2024-03-20T17:15Z,,,,,4.3,MEDIUM
CVE-2024-26280,2024-05-01T18:15Z,2024-03-01T11:15Z,,,,,,
CVE-2024-26281,2024-02-22T19:07Z,2024-02-22T15:15Z,,,,,,
CVE-2024-26282,2024-02-22T19:07Z,2024-02-22T15:15Z,,,,,,
CVE-2024-26283,2024-02-22T19:07Z,2024-02-22T15:15Z,,,,,,
CVE-2024-26284,2024-02-22T19:07Z,2024-02-22T15:15Z,,,,,,
CVE-2024-26287,2024-02-22T12:15Z,2024-02-22T12:15Z,,,,,,
CVE-2024-26288,2024-03-12T12:40Z,2024-03-12T09:15Z,,,,,8.7,HIGH
CVE-2024-2629,2024-04-01T15:23Z,2024-03-20T17:15Z,,,,,4.3,MEDIUM
CVE-2024-26294,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26295,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26296,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26297,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26298,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26299,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-2630,2024-04-01T15:23Z,2024-03-20T17:15Z,,,,,6.5,MEDIUM
CVE-2024-26300,2024-02-28T14:06Z,2024-02-27T23:15Z,,,,,,
CVE-2024-26301,2024-02-28T14:06Z,2024-02-27T23:15Z,,,,,,
CVE-2024-26302,2024-02-28T14:06Z,2024-02-27T23:15Z,,,,,,
CVE-2024-26303,2024-03-27T12:29Z,2024-03-26T21:15Z,,,,,,
CVE-2024-26304,2024-05-01T19:50Z,2024-05-01T15:15Z,,,,,,
CVE-2024-26305,2024-05-01T19:50Z,2024-05-01T15:15Z,,,,,,
CVE-2024-26307,2024-05-01T17:15Z,2024-03-21T10:15Z,,,,,,
CVE-2024-26308,2024-03-21T19:54Z,2024-02-19T09:15Z,,,,,5.5,MEDIUM
CVE-2024-26309,2024-03-08T14:02Z,2024-03-08T02:15Z,,,,,,
CVE-2024-2631,2024-04-01T15:23Z,2024-03-20T17:15Z,,,,,4.3,MEDIUM
CVE-2024-26310,2024-02-22T19:07Z,2024-02-21T20:15Z,,,,,,
CVE-2024-26311,2024-02-22T19:07Z,2024-02-21T20:15Z,,,,,,
CVE-2024-26312,2024-05-06T19:53Z,2024-05-06T16:15Z,,,,,,
CVE-2024-26313,2024-03-08T14:02Z,2024-03-08T02:15Z,,,,,,
CVE-2024-26318,2024-02-20T19:50Z,2024-02-19T04:15Z,,,,,,
CVE-2024-2632,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26327,2024-04-19T07:15Z,2024-02-19T05:15Z,,,,,,
CVE-2024-26328,2024-04-19T07:15Z,2024-02-19T05:15Z,,,,,,
CVE-2024-26329,2024-04-05T12:40Z,2024-04-05T07:15Z,,,,,,
CVE-2024-2633,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26331,2024-04-30T19:35Z,2024-04-30T19:15Z,,,,,,
CVE-2024-26333,2024-03-05T13:41Z,2024-03-05T08:15Z,,,,,,
CVE-2024-26334,2024-03-05T13:41Z,2024-03-05T09:15Z,,,,,,
CVE-2024-26335,2024-03-05T13:41Z,2024-03-05T09:15Z,,,,,,
CVE-2024-26337,2024-03-05T13:41Z,2024-03-05T09:15Z,,,,,,
CVE-2024-26339,2024-03-05T13:41Z,2024-03-05T09:15Z,,,,,,
CVE-2024-2634,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26342,2024-02-29T13:49Z,2024-02-28T18:15Z,,,,,,
CVE-2024-26349,2024-02-22T19:07Z,2024-02-22T14:15Z,,,,,,
CVE-2024-2635,2024-03-19T13:26Z,2024-03-19T12:15Z,,,,,,
CVE-2024-26350,2024-02-22T19:07Z,2024-02-22T14:15Z,,,,,,
CVE-2024-26351,2024-02-22T19:07Z,2024-02-22T14:15Z,,,,,,
CVE-2024-26352,2024-02-22T19:07Z,2024-02-22T14:15Z,,,,,,
CVE-2024-2636,2024-03-19T13:26Z,2024-03-19T13:15Z,,,,,,
CVE-2024-26362,2024-04-11T12:47Z,2024-04-10T21:15Z,,,,,,
CVE-2024-26369,2024-03-19T13:26Z,2024-03-19T06:15Z,,,,,,
CVE-2024-2639,2024-04-11T01:25Z,2024-03-19T15:15Z,,,,,,
CVE-2024-2641,2024-04-11T01:25Z,2024-03-19T21:15Z,,,,,,
CVE-2024-2642,2024-04-11T01:25Z,2024-03-19T22:15Z,,,,,,
CVE-2024-2644,2024-04-11T01:25Z,2024-03-19T22:15Z,,,,,,
CVE-2024-26445,2024-02-22T19:07Z,2024-02-22T14:15Z,,,,,,
CVE-2024-2645,2024-04-11T01:25Z,2024-03-19T23:15Z,,,,,,
CVE-2024-26450,2024-03-09T08:15Z,2024-02-28T22:15Z,,,,,,
CVE-2024-26454,2024-03-15T12:53Z,2024-03-15T01:15Z,,,,,,
CVE-2024-26455,2024-02-26T22:10Z,2024-02-26T18:15Z,,,,,,
CVE-2024-26458,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-2646,2024-04-11T01:25Z,2024-03-19T23:15Z,,,,,,
CVE-2024-26461,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26462,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26464,2024-02-28T15:15Z,2024-02-27T16:15Z,,,,,,
CVE-2024-26465,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-26466,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-26467,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-26468,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-26469,2024-03-04T13:58Z,2024-03-03T10:15Z,,,,,,
CVE-2024-2647,2024-04-11T01:25Z,2024-03-19T23:15Z,,,,,,
CVE-2024-26470,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26471,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26472,2024-03-08T21:15Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26473,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-26475,2024-03-15T12:53Z,2024-03-14T22:15Z,,,,,,
CVE-2024-26476,2024-02-29T13:49Z,2024-02-28T22:15Z,,,,,,
CVE-2024-2648,2024-04-11T01:25Z,2024-03-19T23:15Z,,,,,,
CVE-2024-26481,2024-03-12T05:15Z,2024-02-22T05:15Z,,,,,,
CVE-2024-26482,2024-04-11T01:25Z,2024-02-22T05:15Z,,,,,,
CVE-2024-26483,2024-03-12T05:15Z,2024-02-22T05:15Z,,,,,,
CVE-2024-26484,2024-04-11T01:25Z,2024-02-22T05:15Z,,,,,,
CVE-2024-26489,2024-02-22T19:07Z,2024-02-22T06:15Z,,,,,,
CVE-2024-2649,2024-04-11T01:25Z,2024-03-20T01:15Z,,,,,,
CVE-2024-26490,2024-02-22T19:07Z,2024-02-22T06:15Z,,,,,,
CVE-2024-26491,2024-02-22T19:07Z,2024-02-22T06:15Z,,,,,,
CVE-2024-26492,2024-03-08T14:02Z,2024-03-07T21:15Z,,,,,,
CVE-2024-26495,2024-04-03T12:38Z,2024-04-03T03:15Z,,,,,,
CVE-2024-2650,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-26503,2024-03-15T12:53Z,2024-03-14T22:15Z,,,,,,
CVE-2024-26504,2024-05-01T19:50Z,2024-05-01T19:15Z,,,,,,
CVE-2024-26521,2024-03-12T12:40Z,2024-03-12T05:15Z,,,,,,
CVE-2024-26529,2024-03-13T12:33Z,2024-03-13T08:15Z,,,,,,
CVE-2024-2653,2024-05-01T18:15Z,2024-04-03T18:15Z,,,,,,
CVE-2024-2654,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-26540,2024-03-15T12:53Z,2024-03-15T01:15Z,,,,,,
CVE-2024-26542,2024-02-28T14:06Z,2024-02-27T22:15Z,,,,,,
CVE-2024-26548,2024-03-01T14:04Z,2024-02-29T20:15Z,,,,,,
CVE-2024-2655,2024-04-10T13:23Z,2024-04-10T06:15Z,,,,,,
CVE-2024-26557,2024-03-22T12:45Z,2024-03-22T03:15Z,,,,,,
CVE-2024-26559,2024-02-29T13:49Z,2024-02-28T23:15Z,,,,,,
CVE-2024-2656,2024-04-08T18:49Z,2024-04-06T04:15Z,,,,,,
CVE-2024-26566,2024-03-07T13:52Z,2024-03-07T01:15Z,,,,,,
CVE-2024-26574,2024-04-08T18:48Z,2024-04-08T12:15Z,,,,,,
CVE-2024-26577,2024-03-27T12:29Z,2024-03-26T23:15Z,,,,,,
