cv_number,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,base_score,base_severity
CVE-2024-0007,2024-02-15T06:23Z,2024-02-14T18:15Z,,,,,,
CVE-2024-0008,2024-02-15T06:23Z,2024-02-14T18:15Z,,,,,,
CVE-2024-0009,2024-02-15T06:23Z,2024-02-14T18:15Z,,,,,,
CVE-2024-0010,2024-02-15T06:23Z,2024-02-14T18:15Z,,,,,,
CVE-2024-0011,2024-02-15T06:23Z,2024-02-14T18:15Z,,,,,,
CVE-2024-0014,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0015,2024-02-16T19:26Z,2024-02-16T19:15Z,,,,,,
CVE-2024-0016,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0017,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0018,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0019,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0020,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0021,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0022,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0023,2024-02-16T21:39Z,2024-02-16T20:15Z,,,,,,
CVE-2024-0024,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0025,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0026,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0027,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0029,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0030,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0031,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0032,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0033,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0034,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0035,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0036,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0037,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0038,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0039,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0040,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0041,2024-02-16T13:37Z,2024-02-16T02:15Z,,,,,,
CVE-2024-0042,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0043,2024-05-08T13:15Z,2024-05-07T21:15Z,,,,,,
CVE-2024-0044,2024-03-12T20:15Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0045,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0046,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0047,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0048,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0049,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0050,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0051,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0052,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0053,2024-03-12T12:40Z,2024-03-11T17:15Z,,,,,,
CVE-2024-0054,2024-03-19T13:26Z,2024-03-19T07:15Z,,,,,,
CVE-2024-0055,2024-03-19T13:26Z,2024-03-19T07:15Z,,,,,,
CVE-2024-0056,2024-04-11T20:15Z,2024-01-09T18:15Z,,,,,8.7,HIGH
CVE-2024-0057,2024-04-11T20:15Z,2024-01-09T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0068,2024-03-01T14:04Z,2024-02-29T20:15Z,,,,,,
CVE-2024-0069,2023-11-28T00:15Z,2023-11-28T00:15Z,,,,,,
CVE-2024-0070,2023-11-28T00:15Z,2023-11-28T00:15Z,,,,,,
CVE-2024-0071,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0072,2024-04-08T18:49Z,2024-04-05T18:15Z,,,,,,
CVE-2024-0073,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0074,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0075,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0076,2024-04-08T18:49Z,2024-04-05T18:15Z,,,,,,
CVE-2024-0077,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0078,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0079,2024-03-28T02:01Z,2024-03-27T22:15Z,,,,,,
CVE-2024-0080,2024-04-08T18:49Z,2024-04-05T18:15Z,,,,,,
CVE-2024-0081,2024-04-08T18:49Z,2024-04-05T19:15Z,,,,,,
CVE-2024-0082,2024-04-09T12:48Z,2024-04-08T22:15Z,,,,,,
CVE-2024-0083,2024-04-09T12:48Z,2024-04-08T22:15Z,,,,,,
CVE-2024-0151,2024-04-25T08:15Z,2024-04-24T18:15Z,,,,,,
CVE-2024-0154,2024-03-13T18:15Z,2024-03-13T17:15Z,,,,,,
CVE-2024-0155,2024-03-04T13:58Z,2024-03-04T13:15Z,,,,,,
CVE-2024-0156,2024-03-04T13:58Z,2024-03-04T13:15Z,,,,,,
CVE-2024-0157,2024-04-15T13:15Z,2024-04-12T17:17Z,,,,,,
CVE-2024-0159,2024-04-10T13:23Z,2024-04-10T07:15Z,,,,,,
CVE-2024-0161,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0162,2024-03-13T18:15Z,2024-03-13T17:15Z,,,,,,
CVE-2024-0163,2024-03-13T18:15Z,2024-03-13T17:15Z,,,,,,
CVE-2024-0164,2024-02-15T16:55Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0165,2024-02-15T16:55Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0166,2024-02-15T16:55Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0167,2024-02-15T16:55Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0168,2024-02-16T13:40Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0169,2024-02-15T06:24Z,2024-02-12T19:15Z,,,,,5.4,MEDIUM
CVE-2024-0170,2024-02-15T16:55Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-0172,2024-04-03T12:38Z,2024-04-03T10:15Z,,,,,,
CVE-2024-0173,2024-03-13T18:15Z,2024-03-13T17:15Z,,,,,,
CVE-2024-0181,2024-04-11T01:23Z,2024-01-01T17:15Z,,,,,4.8,MEDIUM
CVE-2024-0182,2024-04-11T01:23Z,2024-01-01T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0183,2024-04-11T01:23Z,2024-01-01T23:15Z,,,,,4.8,MEDIUM
CVE-2024-0184,2024-04-11T01:23Z,2024-01-02T00:15Z,,,,,4.8,MEDIUM
CVE-2024-0185,2024-04-11T01:23Z,2024-01-02T01:15Z,,,,,8.8,HIGH
CVE-2024-0186,2024-04-11T01:23Z,2024-01-02T01:15Z,,,,,8.1,HIGH
CVE-2024-0187,2024-01-23T15:48Z,2024-01-16T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0188,2024-04-11T01:23Z,2024-01-02T15:15Z,,,,,8.1,HIGH
CVE-2024-0189,2024-04-11T01:23Z,2024-01-02T18:15Z,,,,,5.4,MEDIUM
CVE-2024-0190,2024-04-11T01:23Z,2024-01-02T19:15Z,,,,,5.4,MEDIUM
CVE-2024-0191,2024-04-11T01:23Z,2024-01-02T20:15Z,,,,,5.3,MEDIUM
CVE-2024-0192,2024-04-11T01:23Z,2024-01-02T20:15Z,,,,,5.4,MEDIUM
CVE-2024-0193,2024-03-12T04:15Z,2024-01-02T18:15Z,,,,,6.7,MEDIUM
CVE-2024-0194,2024-04-11T01:23Z,2024-01-02T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0195,2024-04-11T01:23Z,2024-01-02T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0196,2024-04-11T01:23Z,2024-01-02T22:15Z,,,,,8.8,HIGH
CVE-2024-0197,2024-02-27T14:19Z,2024-02-27T13:15Z,,,,,,
CVE-2024-0199,2024-03-07T13:52Z,2024-03-07T01:15Z,,,,,,
CVE-2024-0200,2024-01-23T19:52Z,2024-01-16T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0201,2024-01-09T20:17Z,2024-01-03T10:15Z,,,,,4.3,MEDIUM
CVE-2024-0202,2024-02-13T18:31Z,2024-02-05T21:15Z,,,,,5.9,MEDIUM
CVE-2024-0203,2024-03-08T14:02Z,2024-03-07T20:15Z,,,,,,
CVE-2024-0204,2024-02-02T17:15Z,2024-01-22T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0206,2024-01-16T16:27Z,2024-01-09T14:15Z,,,,,7.8,HIGH
CVE-2024-0207,2024-01-09T19:10Z,2024-01-03T08:15Z,,,,,7.5,HIGH
CVE-2024-0208,2024-03-01T02:15Z,2024-01-03T08:15Z,,,,,7.5,HIGH
CVE-2024-0209,2024-01-10T14:03Z,2024-01-03T08:15Z,,,,,7.5,HIGH
CVE-2024-0210,2024-01-10T14:07Z,2024-01-03T08:15Z,,,,,7.5,HIGH
CVE-2024-0211,2024-01-10T14:11Z,2024-01-03T08:15Z,,,,,7.5,HIGH
CVE-2024-0212,2024-02-02T02:08Z,2024-01-29T10:15Z,,,,,6.5,MEDIUM
CVE-2024-0213,2024-01-12T19:27Z,2024-01-09T14:15Z,,,,,7.8,HIGH
CVE-2024-0216,2024-04-30T13:11Z,2024-04-30T02:15Z,,,,,6.4,MEDIUM
CVE-2024-0217,2024-02-02T15:20Z,2024-01-03T17:15Z,,,,,3.3,LOW
CVE-2024-0218,2024-04-10T19:49Z,2024-04-10T16:15Z,,,,,,
CVE-2024-0219,2024-02-09T17:15Z,2024-01-31T16:15Z,,,,,7.8,HIGH
CVE-2024-0220,2024-02-22T19:07Z,2024-02-22T11:15Z,,,,,,
CVE-2024-0221,2024-02-13T18:48Z,2024-02-05T22:15Z,,,,,7.2,HIGH
CVE-2024-0222,2024-01-31T17:15Z,2024-01-04T02:15Z,,,,,8.8,HIGH
CVE-2024-0223,2024-01-31T17:15Z,2024-01-04T02:15Z,,,,,8.8,HIGH
CVE-2024-0224,2024-01-31T17:15Z,2024-01-04T02:15Z,,,,,8.8,HIGH
CVE-2024-0225,2024-01-31T17:15Z,2024-01-04T02:15Z,,,,,8.8,HIGH
CVE-2024-0226,2024-01-12T20:04Z,2024-01-09T18:15Z,,,,,5.4,MEDIUM
CVE-2024-0227,2024-03-18T14:15Z,2024-01-11T20:15Z,,,,,,
CVE-2024-0228,2024-01-09T17:15Z,2024-01-09T17:15Z,,,,,,
CVE-2024-0229,2024-04-30T14:15Z,2024-02-09T07:16Z,,,,,,
CVE-2024-0230,2024-01-19T18:35Z,2024-01-12T23:15Z,,,,,2.4,LOW
CVE-2024-0232,2024-03-15T11:15Z,2024-01-16T14:15Z,,,,,5.5,MEDIUM
CVE-2024-0233,2024-01-19T14:28Z,2024-01-16T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0235,2024-01-19T14:28Z,2024-01-16T16:15Z,,,,,5.3,MEDIUM
CVE-2024-0236,2024-01-19T14:28Z,2024-01-16T16:15Z,,,,,5.3,MEDIUM
CVE-2024-0237,2024-02-05T22:15Z,2024-01-16T16:15Z,,,,,5.3,MEDIUM
CVE-2024-0238,2024-02-05T22:15Z,2024-01-16T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0239,2024-01-23T15:53Z,2024-01-16T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0240,2024-02-16T13:38Z,2024-02-15T21:15Z,,,,,,
CVE-2024-0241,2024-01-10T15:11Z,2024-01-04T21:15Z,,,,,7.5,HIGH
CVE-2024-0242,2024-02-15T19:08Z,2024-02-08T20:15Z,,,,,9.8,CRITICAL
CVE-2024-0243,2024-03-13T21:15Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0244,2024-02-13T19:51Z,2024-02-06T01:15Z,,,,,9.8,CRITICAL
CVE-2024-0246,2024-04-11T01:23Z,2024-01-05T14:15Z,,,,,6.1,MEDIUM
CVE-2024-0247,2024-04-11T01:23Z,2024-01-05T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0248,2024-02-12T17:31Z,2024-02-12T16:15Z,,,,,,
CVE-2024-0250,2024-02-12T17:31Z,2024-02-12T16:15Z,,,,,,
CVE-2024-0251,2024-01-19T19:55Z,2024-01-13T08:15Z,,,,,6.1,MEDIUM
CVE-2024-0252,2024-01-19T18:54Z,2024-01-11T08:15Z,,,,,8.8,HIGH
CVE-2024-0253,2024-02-10T01:04Z,2024-02-02T13:15Z,,,,,8.8,HIGH
CVE-2024-0254,2024-02-12T20:53Z,2024-02-05T22:15Z,,,,,5.4,MEDIUM
CVE-2024-0255,2024-02-07T23:31Z,2024-02-05T22:15Z,,,,,5.4,MEDIUM
CVE-2024-0256,2024-02-14T19:17Z,2024-02-07T05:15Z,,,,,5.4,MEDIUM
CVE-2024-0257,2024-04-18T13:04Z,2024-04-17T20:15Z,,,,,,
CVE-2024-0258,2024-03-13T22:15Z,2024-03-08T02:15Z,,,,,,
CVE-2024-0259,2024-03-28T16:07Z,2024-03-28T15:15Z,,,,,,
CVE-2024-0260,2024-04-11T01:23Z,2024-01-07T00:15Z,,,,,7.5,HIGH
CVE-2024-0261,2024-04-11T01:23Z,2024-01-07T02:15Z,,,,,7.5,HIGH
CVE-2024-0262,2024-04-11T01:23Z,2024-01-07T02:15Z,,,,,4.8,MEDIUM
CVE-2024-0263,2024-04-11T01:23Z,2024-01-07T04:15Z,,,,,7.5,HIGH
CVE-2024-0264,2024-04-11T01:23Z,2024-01-07T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0265,2024-04-11T01:23Z,2024-01-07T05:15Z,,,,,8.8,HIGH
CVE-2024-0266,2024-04-11T01:23Z,2024-01-07T06:15Z,,,,,5.4,MEDIUM
CVE-2024-0267,2024-04-11T01:23Z,2024-01-07T06:15Z,,,,,9.8,CRITICAL
CVE-2024-0268,2024-04-11T01:23Z,2024-01-07T08:15Z,,,,,9.8,CRITICAL
CVE-2024-0269,2024-02-09T19:56Z,2024-02-02T13:15Z,,,,,8.8,HIGH
CVE-2024-0270,2024-04-11T01:23Z,2024-01-07T08:15Z,,,,,6.5,MEDIUM
CVE-2024-0271,2024-04-11T01:23Z,2024-01-07T09:15Z,,,,,6.5,MEDIUM
CVE-2024-0272,2024-04-11T01:23Z,2024-01-07T11:15Z,,,,,6.5,MEDIUM
CVE-2024-0273,2024-04-11T01:23Z,2024-01-07T11:15Z,,,,,6.5,MEDIUM
CVE-2024-0274,2024-04-11T01:23Z,2024-01-07T12:15Z,,,,,6.5,MEDIUM
CVE-2024-0275,2024-04-11T01:23Z,2024-01-07T12:15Z,,,,,6.5,MEDIUM
CVE-2024-0276,2024-04-11T01:23Z,2024-01-07T13:15Z,,,,,6.5,MEDIUM
CVE-2024-0277,2024-04-11T01:23Z,2024-01-07T13:15Z,,,,,6.5,MEDIUM
CVE-2024-0278,2024-04-11T01:23Z,2024-01-07T14:15Z,,,,,6.5,MEDIUM
CVE-2024-0279,2024-04-11T01:23Z,2024-01-07T14:15Z,,,,,6.5,MEDIUM
CVE-2024-0280,2024-04-11T01:23Z,2024-01-07T15:15Z,,,,,6.5,MEDIUM
CVE-2024-0281,2024-04-11T01:23Z,2024-01-07T15:15Z,,,,,6.5,MEDIUM
CVE-2024-0282,2024-04-11T01:23Z,2024-01-07T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0283,2024-04-11T01:23Z,2024-01-07T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0284,2024-04-11T01:23Z,2024-01-07T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0285,2024-02-07T18:16Z,2024-02-02T07:15Z,,,,,5.5,MEDIUM
CVE-2024-0286,2024-04-11T01:23Z,2024-01-07T18:15Z,,,,,6.1,MEDIUM
CVE-2024-0287,2024-04-11T01:23Z,2024-01-07T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0288,2024-04-11T01:23Z,2024-01-08T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0289,2024-04-11T01:23Z,2024-01-08T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0290,2024-04-11T01:23Z,2024-01-08T01:15Z,,,,,9.8,CRITICAL
CVE-2024-0291,2024-04-11T01:23Z,2024-01-08T01:15Z,,,,,8.8,HIGH
CVE-2024-0292,2024-04-11T01:23Z,2024-01-08T02:15Z,,,,,9.8,CRITICAL
CVE-2024-0293,2024-04-11T01:23Z,2024-01-08T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0294,2024-04-11T01:23Z,2024-01-08T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0295,2024-04-11T01:23Z,2024-01-08T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0296,2024-04-11T01:23Z,2024-01-08T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0297,2024-04-11T01:23Z,2024-01-08T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0298,2024-04-11T01:23Z,2024-01-08T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0299,2024-04-11T01:23Z,2024-01-08T06:15Z,,,,,9.8,CRITICAL
CVE-2024-0300,2024-04-11T01:23Z,2024-01-08T06:15Z,,,,,9.8,CRITICAL
CVE-2024-0301,2024-04-11T01:23Z,2024-01-08T07:15Z,,,,,9.8,CRITICAL
CVE-2024-0302,2024-04-11T01:23Z,2024-01-08T07:15Z,,,,,9.8,CRITICAL
CVE-2024-0303,2024-04-11T01:23Z,2024-01-08T08:15Z,,,,,9.8,CRITICAL
CVE-2024-0304,2024-04-11T01:23Z,2024-01-08T08:15Z,,,,,9.8,CRITICAL
CVE-2024-0305,2024-04-11T01:23Z,2024-01-08T09:15Z,,,,,7.5,HIGH
CVE-2024-0306,2024-04-11T01:23Z,2024-01-08T09:15Z,,,,,7.5,HIGH
CVE-2024-0307,2024-04-11T01:23Z,2024-01-08T10:15Z,,,,,7.5,HIGH
CVE-2024-0308,2024-04-11T01:23Z,2024-01-08T10:15Z,,,,,8.8,HIGH
CVE-2024-0310,2024-01-17T20:33Z,2024-01-10T11:15Z,,,,,6.1,MEDIUM
CVE-2024-0311,2024-03-14T12:52Z,2024-03-14T09:15Z,,,,,,
CVE-2024-0312,2024-03-14T12:52Z,2024-03-14T09:15Z,,,,,,
CVE-2024-0313,2024-03-14T12:52Z,2024-03-14T09:15Z,,,,,,
CVE-2024-0314,2024-01-19T18:49Z,2024-01-15T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0315,2024-01-19T18:16Z,2024-01-15T16:15Z,,,,,7.8,HIGH
CVE-2024-0316,2024-01-19T18:16Z,2024-01-15T16:15Z,,,,,7.5,HIGH
CVE-2024-0317,2024-01-30T23:04Z,2024-01-15T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0318,2024-01-19T16:13Z,2024-01-15T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0319,2024-01-19T19:28Z,2024-01-15T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0320,2024-01-19T18:15Z,2024-01-15T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0321,2024-01-11T20:50Z,2024-01-08T13:15Z,,,,,9.8,CRITICAL
CVE-2024-0322,2024-01-11T17:36Z,2024-01-08T13:15Z,,,,,9.1,CRITICAL
CVE-2024-0323,2024-02-13T15:38Z,2024-02-05T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0324,2024-02-13T18:53Z,2024-02-05T22:15Z,,,,,7.5,HIGH
CVE-2024-0325,2024-02-09T19:48Z,2024-02-01T22:15Z,,,,,7.8,HIGH
CVE-2024-0326,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0333,2024-01-18T19:39Z,2024-01-10T22:15Z,,,,,5.3,MEDIUM
CVE-2024-0334,2024-05-01T19:50Z,2024-05-01T13:15Z,,,,,6.4,MEDIUM
CVE-2024-0335,2024-04-04T12:48Z,2024-04-03T19:15Z,,,,,,
CVE-2024-0337,2024-03-20T13:00Z,2024-03-20T05:15Z,,,,,,
CVE-2024-0338,2024-02-09T19:28Z,2024-02-02T10:15Z,,,,,9.8,CRITICAL
CVE-2024-0340,2024-01-16T18:49Z,2024-01-09T18:15Z,,,,,5.5,MEDIUM
CVE-2024-0341,2024-04-11T01:23Z,2024-01-09T19:15Z,,,,,7.5,HIGH
CVE-2024-0342,2024-04-11T01:23Z,2024-01-09T20:15Z,,,,,9.8,CRITICAL
CVE-2024-0343,2024-04-11T01:23Z,2024-01-09T20:15Z,,,,,6.1,MEDIUM
CVE-2024-0344,2024-04-11T01:23Z,2024-01-09T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0345,2024-04-11T01:23Z,2024-01-09T21:15Z,,,,,6.1,MEDIUM
CVE-2024-0346,2024-04-11T01:23Z,2024-01-09T22:15Z,,,,,5.4,MEDIUM
CVE-2024-0347,2024-04-11T01:23Z,2024-01-09T22:15Z,,,,,3.7,LOW
CVE-2024-0348,2024-04-11T01:23Z,2024-01-09T22:15Z,,,,,6.5,MEDIUM
CVE-2024-0349,2024-04-11T01:23Z,2024-01-09T23:15Z,,,,,5.3,MEDIUM
CVE-2024-0350,2024-04-11T01:23Z,2024-01-09T23:15Z,,,,,6.5,MEDIUM
CVE-2024-0351,2024-04-11T01:23Z,2024-01-09T23:15Z,,,,,3.5,LOW
CVE-2024-0352,2024-04-11T01:23Z,2024-01-09T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0353,2024-02-15T14:28Z,2024-02-15T08:15Z,,,,,,
CVE-2024-0354,2024-04-11T01:23Z,2024-01-10T00:15Z,,,,,7.5,HIGH
CVE-2024-0355,2024-04-11T01:23Z,2024-01-10T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0356,2024-04-11T01:23Z,2024-01-10T01:15Z,,,,,7.5,HIGH
CVE-2024-0357,2024-04-11T01:23Z,2024-01-10T01:15Z,,,,,9.8,CRITICAL
CVE-2024-0358,2024-04-11T01:23Z,2024-01-10T01:15Z,,,,,7.5,HIGH
CVE-2024-0359,2024-04-11T01:23Z,2024-01-10T02:15Z,,,,,9.8,CRITICAL
CVE-2024-0360,2024-04-11T01:23Z,2024-01-10T02:15Z,,,,,9.8,CRITICAL
CVE-2024-0361,2024-04-11T01:23Z,2024-01-10T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0362,2024-04-11T01:23Z,2024-01-10T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0363,2024-04-11T01:23Z,2024-01-10T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0364,2024-04-11T01:23Z,2024-01-10T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0365,2024-03-18T19:40Z,2024-03-18T19:15Z,,,,,,
CVE-2024-0366,2024-02-13T17:05Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0367,2024-04-01T01:12Z,2024-03-30T05:15Z,,,,,,
CVE-2024-0368,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0369,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0370,2024-02-09T17:30Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0371,2024-02-10T02:13Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0372,2024-02-10T02:19Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0373,2024-02-10T02:20Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0374,2024-02-10T02:27Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0376,2024-04-10T13:24Z,2024-04-09T19:15Z,,,,,,
CVE-2024-0377,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0378,2024-03-04T13:58Z,2024-03-02T10:15Z,,,,,,
CVE-2024-0379,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0380,2024-02-07T23:31Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0381,2024-01-24T20:48Z,2024-01-18T08:15Z,,,,,5.4,MEDIUM
CVE-2024-0382,2024-02-07T23:32Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0384,2024-02-07T23:32Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0385,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0386,2024-03-13T12:33Z,2024-03-12T22:15Z,,,,,,
CVE-2024-0387,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0389,2024-04-11T01:23Z,2024-01-10T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0390,2024-02-15T14:28Z,2024-02-15T10:15Z,,,,,,
CVE-2024-0393,2024-01-12T06:15Z,2024-01-12T06:15Z,,,,,,
CVE-2024-0394,2024-04-03T17:24Z,2024-04-03T14:15Z,,,,,,
CVE-2024-0395,2024-01-10T14:15Z,2024-01-10T14:15Z,,,,,,
CVE-2024-0396,2024-01-29T15:22Z,2024-01-17T16:15Z,,,,,7.1,HIGH
CVE-2024-0399,2024-04-15T13:15Z,2024-04-15T05:15Z,,,,,,
CVE-2024-0400,2024-03-27T12:29Z,2024-03-27T03:15Z,,,,,,
CVE-2024-0402,2024-01-31T18:34Z,2024-01-26T01:15Z,,,,,9.9,CRITICAL
CVE-2024-0403,2024-03-01T14:04Z,2024-03-01T00:15Z,,,,,,
CVE-2024-0404,2024-04-16T13:24Z,2024-04-16T00:15Z,,,,,,
CVE-2024-0405,2024-01-24T17:23Z,2024-01-17T05:15Z,,,,,6.5,MEDIUM
CVE-2024-0406,2024-04-08T18:48Z,2024-04-06T17:15Z,,,,,,
CVE-2024-0407,2024-02-22T19:07Z,2024-02-21T01:15Z,,,,,,
CVE-2024-0408,2024-04-30T14:15Z,2024-01-18T16:15Z,,,,,5.5,MEDIUM
CVE-2024-0409,2024-04-30T14:15Z,2024-01-18T16:15Z,,,,,7.8,HIGH
CVE-2024-0410,2024-03-04T20:25Z,2024-02-22T00:15Z,,,,,7.7,HIGH
CVE-2024-0411,2024-04-11T01:23Z,2024-01-11T17:15Z,,,,,7.5,HIGH
CVE-2024-0412,2024-04-11T01:23Z,2024-01-11T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0413,2024-04-11T01:23Z,2024-01-11T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0414,2024-04-11T01:23Z,2024-01-11T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0415,2024-04-11T01:23Z,2024-01-11T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0416,2024-04-11T01:23Z,2024-01-11T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0417,2024-04-11T01:23Z,2024-01-11T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0418,2024-04-11T01:23Z,2024-01-11T18:15Z,,,,,7.5,HIGH
CVE-2024-0419,2024-04-11T01:23Z,2024-01-11T19:15Z,,,,,7.5,HIGH
